"","DF$name","Sieges","V1","Name1","Nat1","SiegeOb1","Perc1","V2","Name2","Nat2","SiegeOb2","Perc2","V3","Name3","Nat3","SiegeOb3","Perc3","V4","Name4","Nat4","SiegeOb4","Perc4","V5","Name5","Nat5","SiegeOb5","Perc5","V6","Name6","Nat6","SiegeOb6","Perc6","V7","Name7","Nat7","SiegeOb7","Perc7","V8","Name8","Nat8","SiegeOb8","Perc8","V9","Name9","Nat9","SiegeOb9","Perc9","V10","Name10","Nat10","SiegeOb10","Perc10","V11","Name11","Nat11","SiegeOb11","Perc11","V12","Name12","Nat12","SiegeOb12","Perc12","V13","Name13","Nat13","SiegeOb13","Perc13","V14","Name14","Nat14","SiegeOb14","Perc14","V15","Name15","Nat15","SiegeOb15","Perc15"
"298","المنستير",30,4450,"Iineq Alaa Bladik","Liste indépendante",9,"2.53%",2806,"Nidaa Tounes","Liste partisane",5,"8.56%",2416,"Ennahdha","Liste partisane",4,"3.04%",2141,"Jawdat Alhayat","Liste indépendante",4,"2.17%",1494,"Union Civile","Liste de coalition",3,"4.63%",1386,"Parti Destourien Libre Pdl","Liste partisane",3,"25.49%",808,"Alribat","Liste indépendante",1,"12.26%",530,"Al'Amana","Liste indépendante",1,"1.82%",441,"Front Populaire","Liste de coalition",0,"0.62%",379,"Almunastir Fi Inina","Liste indépendante",0,"13.84%",318,"AL IRADA","Liste partisane",0,"1.03%",179,"Mouvement Du Peuple","Liste partisane",0,"16.07%",109,"El Binaa Al Watani","Liste partisane",0,"7.94%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","الوردانين",18,1608,"Nidaa Tounes","Liste partisane",6,"12.61%",1451,"Ward","Liste indépendante",5,"29.60%",1225,"Ennahdha","Liste partisane",5,"24.99%",618,"Al'Amal","Liste indépendante",2,"32.80%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","زاوية قنطش",12,410,"Nidaa Tounes","Liste partisane",3,"17.89%",323,"Ennahdha","Liste partisane",2,"7.29%",317,"Nour Almustaqbal","Liste indépendante",2,"18.06%",314,"Al'Ajyal Alsaada","Liste indépendante",2,"14.99%",263,"Afek Tounes","Liste partisane",2,"18.40%",128,"Aljawhra","Liste indépendante",1,"23.36%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","منزل النور",18,1650,"Ennahdha","Liste partisane",10,"12.03%",1069,"Nidaa Tounes","Liste partisane",6,"53.38%",372,"Aldwamsyya","Liste indépendante",2,"34.58%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","بنبلة",18,910,"Nidaa Tounes","Liste partisane",5,"14.13%",880,"Ennahdha","Liste partisane",4,"16.59%",601,"Al'Iikhwa","Liste indépendante",3,"11.98%",512,"Al Azyma W Althabat","Liste indépendante",3,"7.89%",434,"Albinaa","Liste indépendante",2,"24.29%",286,"Iiradat Alshabab Almustaqil","Liste indépendante",1,"25.12%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","المصدور منزل حرب",12,795,"Nidaa Tounes","Liste partisane",6,"33.61%",572,"Almuwatinun Al'Ahrar","Liste indépendante",4,"3.58%",274,"Ennahdha","Liste partisane",2,"16.10%",61,"Qutuna Fi Mahabatina","Liste indépendante",0,"46.71%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","منزل حياة",18,1450,"Nahw Ghad 'Afdhal","Liste indépendante",7,"10.51%",465,"Qayimat Alhyat W Al'Ardh","Liste indépendante",2,"4.24%",374,"Al'Ajyal Aljadyda","Liste indépendante",2,"8.43%",329,"Nidaa Tounes","Liste partisane",2,"40.75%",300,"Alshumukh","Liste indépendante",2,"7.90%",281,"Qayimat Al Eyn","Liste indépendante",1,"13.07%",208,"Ennahdha","Liste partisane",1,"5.85%",151,"Alhayat Limanzil Alhayat","Liste indépendante",1,"9.25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","زرمدين",18,980,"Ennahdha","Liste partisane",5,"10.69%",778,"Machrouu Tounes","Liste partisane",4,"9.57%",607,"Nidaa Tounes","Liste partisane",3,"13.57%",485,"AL IRADA","Liste partisane",2,"27.42%",382,"Iiaadat Al'Amal","Liste indépendante",2,"21.77%",342,"Muwatinun","Liste indépendante",2,"16.98%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","منزل كامل",12,846,"Nidaa Tounes","Liste partisane",6,"15.70%",620,"Ennahdha","Liste partisane",4,"35.65%",273,"Qayimat Al'Amal","Liste indépendante",2,"48.65%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","سيدي عامر",12,661,"Almustaqbal","Liste indépendante",3,"7.77%",647,"Nidaa Tounes","Liste partisane",3,"26.09%",351,"Ennahdha","Liste partisane",2,"10.73%",272,"Alqayimat Almustaqilat Lilshabab","Liste indépendante",1,"7.42%",197,"Al'Amal","Liste indépendante",1,"3.43%",188,"Alya Bin Alhaj Salim","Liste indépendante",1,"5.17%",131,"Nabyl Atig","Liste indépendante",1,"13.85%",87,"Miftah Alnajah","Liste indépendante",0,"25.53%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","بوحجر",12,742,"Afek Tounes","Liste partisane",5,"25.53%",484,"Bouhjiar Liljamii'","Liste indépendante",3,"39.14%",392,"Nidaa Tounes","Liste partisane",2,"14.66%",278,"Ennahdha","Liste partisane",2,"20.68%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","بنان بوضر",18,1201,"Al Izdihar","Liste indépendante",6,"32.00%",759,"Nidaa Tounes","Liste partisane",4,"17.64%",662,"Bnan Tajmaouna","Liste indépendante",3,"13.00%",643,"Ennahdha","Liste partisane",3,"17.13%",488,"Ryadt Bnan Boudhr","Liste indépendante",2,"20.22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","قصيبة المديوني",18,1902,"Kolna Qasybat Almudyounii","Liste indépendante",10,"56.22%",775,"Nidaa Tounes","Liste partisane",4,"20.87%",706,"Ennahdha","Liste partisane",4,"22.91%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","الشراحيل",12,503,"Alnnoumow","Liste indépendante",7,"57.09%",244,"Ennahdha","Liste partisane",3,"27.70%",134,"Nidaa Tounes","Liste partisane",2,"15.21%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","منزل فارسي",12,368,"Alfursan","Liste indépendante",4,"27.16%",299,"Al'Asala","Liste indépendante",3,"33.42%",213,"Ennahdha","Liste partisane",2,"15.62%",172,"Aljyl Aldhdhabi","Liste indépendante",2,"19.35%",49,"Nidaa Tounes","Liste partisane",1,"4.45%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","بني حسان",12,632,"Hib Bladik","Liste indépendante",3,"7.89%",578,"Al'Iinjaz","Liste indépendante",2,"19.74%",494,"Ennahdha","Liste partisane",2,"5.77%",428,"Nidaa Tounes","Liste partisane",2,"21.58%",302,"Machrouu Tounes","Liste partisane",1,"3.21%",231,"Al Nouhoudh","Liste indépendante",1,"16.87%",169,"Al'Iirada W Althibat","Liste indépendante",1,"10.31%",94,"Courant Démocrate","Liste partisane",0,"14.62%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","عميرة التوازرة",12,466,"Ithad Shabab Emyr","Liste indépendante",3,"3.84%",351,"Nidaa Tounes","Liste partisane",3,"12.29%",296,"Ennahdha","Liste partisane",2,"27.54%",208,"Almustaqbal","Liste indépendante",2,"11.88%",201,"Afek Tounes","Liste partisane",1,"17.49%",105,"Machrouu Tounes","Liste partisane",1,"6.21%",65,"Alaahd","Liste indépendante",0,"20.74%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","عميرة الفحول",12,359,"Almuatana","Liste indépendante",3,"12.80%",298,"Alshumukh","Liste indépendante",3,"26.55%",275,"Nidaa Tounes","Liste partisane",2,"22.04%",173,"Alfouhul Awalan","Liste indépendante",2,"10.21%",138,"Altumuh","Liste indépendante",1,"8.06%",109,"Ennahdha","Liste partisane",1,"20.34%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","عميرة الحجاج",12,790,"Nidaa Tounes","Liste partisane",7,"19.63%",255,"Eimyrat Alhujaj Awlaan","Liste indépendante",3,"19.55%",254,"Ennahdha","Liste partisane",2,"60.82%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","سيدي بنور",12,513,"Qayimat Almustaqbal","Liste indépendante",7,"2.84%",286,"Nidaa Tounes","Liste partisane",4,"3.71%",57,"Ennahdha","Liste partisane",1,"56.00%",34,"Al'Iimtyaz","Liste indépendante",0,"6.22%",26,"Al'Amal","Liste indépendante",0,"31.22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","المكنين",30,2424,"Nidaa Tounes","Liste partisane",8,"3.58%",1554,"Alqayimat Almustaqila Al'Iiqlaa","Liste indépendante",5,"1.97%",1483,"Ma Fatna Shay","Liste indépendante",5,"15.89%",1370,"Ennahdha","Liste partisane",4,"15.16%",1011,"Moknin Almustaqbal","Liste indépendante",3,"10.34%",901,"Sawt Alwajib","Liste indépendante",3,"3.74%",366,"Qayimat Althabat","Liste indépendante",1,"9.21%",350,"Union Civile","Liste de coalition",1,"1.32%",193,"Almustaqila Biladi","Liste indépendante",0,"14.01%",129,"El Binaa Al Watani","Liste partisane",0,"24.78%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","طبلبة",24,2412,"Ennahdha","Liste partisane",8,"16.95%",2272,"Tbulba Al'Amana","Liste indépendante",7,"29.75%",1294,"Tbulba 'Afdhal","Liste indépendante",4,"3.40%",971,"Nidaa Tounes","Liste partisane",3,"3.04%",260,"Courant Démocrate","Liste partisane",1,"31.59%",232,"El Binaa Al Watani","Liste partisane",1,"2.55%",195,"Machrouu Tounes","Liste partisane",0,"12.72%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","لمطة",12,838,"Alshuruq","Liste indépendante",6,"12.44%",589,"Nidaa Tounes","Liste partisane",4,"47.37%",220,"Front Populaire","Liste de coalition",1,"6.90%",122,"Ennahdha","Liste partisane",1,"33.30%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","صيادة",18,1950,"Nidaa Tounes","Liste partisane",9,"11.79%",735,"Ennahdha","Liste partisane",4,"7.30%",441,"Alwifaq","Liste indépendante",2,"9.14%",342,"AL IRADA","Liste partisane",2,"19.65%",273,"Afek Tounes","Liste partisane",1,"52.13%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","جمال",30,2923,"Jammal Biladouna","Liste indépendante",10,"3.46%",1774,"Nidaa Tounes","Liste partisane",6,"33.09%",1582,"Ennahdha","Liste partisane",5,"11.60%",1025,"Mawtini","Liste indépendante",4,"3.55%",637,"Parti Destourien Libre Pdl","Liste partisane",2,"17.91%",314,"Afek Tounes","Liste partisane",1,"3.09%",306,"Alaabed","Liste indépendante",1,"20.08%",273,"Machrouu Tounes","Liste partisane",1,"7.21%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","طوزة",12,817,"Tuazat Alghad","Liste indépendante",5,"38.43%",772,"Al'Iirtqa'","Liste indépendante",5,"40.67%",252,"Nidaa Tounes","Liste partisane",1,"2.39%",120,"Ennahdha","Liste partisane",1,"5.97%",48,"Afek Tounes","Liste partisane",0,"12.54%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","الغنادة",12,733,"Nidaa Tounes","Liste partisane",5,"6.14%",610,"Qayimat Kafa'At","Liste indépendante",4,"32.85%",244,"Ennahdha","Liste partisane",1,"8.40%",156,"Afek Tounes","Liste partisane",1,"13.14%",114,"Al Aamal Almahali Altanmawi","Liste indépendante",1,"39.47%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","قصر هلال",24,2451,"Amana","Liste indépendante",6,"5.09%",2329,"Altahadi","Liste indépendante",5,"2.40%",1922,"Nidaa Tounes","Liste partisane",5,"20.65%",1271,"Ennahdha","Liste partisane",3,"21.74%",656,"Madynati","Liste indépendante",2,"5.13%",607,"Qasr Hal 'Iilaa Al'Amam","Liste indépendante",1,"5.82%",578,"Kolna Shabab","Liste indépendante",1,"2.99%",574,"Front Populaire","Liste de coalition",1,"5.38%",337,"Muatinun","Liste indépendante",0,"11.27%",280,"Machrouu Tounes","Liste partisane",0,"2.48%",271,"Aldrabou","Liste indépendante",0,"17.05%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","المهدية",30,2062,"Manarat Almahdya","Liste indépendante",6,"15.91%",1831,"Ennahdha","Liste partisane",5,"12.16%",1733,"Nidaa Tounes","Liste partisane",5,"19.64%",1670,"Union Civile","Liste de coalition",5,"7.23%",1277,"Al'Amal","Liste indépendante",4,"17.44%",1166,"Parti Destourien Libre Pdl","Liste partisane",3,"16.51%",759,"Courant Démocrate","Liste partisane",2,"11.11%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","الحكايمة",18,733,"Nidaa Tounes","Liste partisane",7,"17.64%",577,"Ennahdha","Liste partisane",5,"13.77%",337,"Alqayimat Almustaqila ""Al Toumouh""","Liste indépendante",3,"30.21%",263,"Afek Tounes","Liste partisane",3,"38.38%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","رجيش",18,1238,"Ikhdim Biladik","Liste indépendante",8,"10.98%",441,"Ennahdha","Liste partisane",3,"7.63%",319,"Nidaa Tounes","Liste partisane",2,"42.73%",318,"Front Populaire","Liste de coalition",2,"6.35%",221,"Almustaqila Lilmuatana Brjysh","Liste indépendante",1,"6.08%",184,"Afek Tounes","Liste partisane",1,"15.22%",176,"Courant Démocrate","Liste partisane",1,"11.01%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","قصور الساف",24,1660,"Maan Nahwa Mustaqbal 'Afdhal","Liste indépendante",7,"7.34%",871,"Afek Tounes","Liste partisane",4,"28.39%",792,"Ennahdha","Liste partisane",3,"9.94%",711,"Courant Démocrate","Liste partisane",3,"14.89%",672,"Nidaa Tounes","Liste partisane",3,"12.16%",581,"Qayimat Alssaf Lil Biaa W Al Tanmiya","Liste indépendante",2,"2.26%",429,"Al Tahadi","Liste indépendante",2,"13.54%",132,"El Binaa Al Watani","Liste partisane",0,"11.49%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","البرادعة",18,801,"Albahyra","Liste indépendante",5,"14.77%",644,"Alwafa'","Liste indépendante",4,"26.76%",480,"Nidaa Tounes","Liste partisane",3,"5.65%",457,"Ennahdha","Liste partisane",3,"21.52%",442,"Al'Amal","Liste indépendante",2,"15.27%",169,"Alburadieat Alhasynat W Alrasharisha","Liste indépendante",1,"16.04%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","سيدي علوان",24,1463,"Ennahdha","Liste partisane",14,"60.21%",967,"Nidaa Tounes","Liste partisane",10,"39.79%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","زالبة",18,333,"Ennahdha","Liste partisane",6,"14.82%",316,"Nidaa Tounes","Liste partisane",5,"22.71%",236,"Shabab Min Ajl Altanmya","Liste indépendante",4,"32.05%",154,"Alwifaq","Liste indépendante",3,"30.41%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","ملولش",18,698,"Nidaa Tounes","Liste partisane",6,"21.88%",632,"Ennahdha","Liste partisane",5,"15.00%",461,"Malulsh Awlan","Liste indépendante",4,"30.00%",316,"Qayimat Al Asala Bi Malulsh","Liste indépendante",3,"33.13%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","الشابة",24,2118,"Al Irtiqa' Bil Aamal Albaladii Bi Alshaba","Liste indépendante",7,"11.48%",1381,"Nidaa Tounes","Liste partisane",4,"27.38%",888,"Front Populaire","Liste de coalition",3,"3.43%",806,"Alshaba Bykum 'Ashab","Liste indépendante",3,"4.87%",755,"Ennahdha","Liste partisane",2,"10.42%",595,"Courant Démocrate","Liste partisane",2,"4.72%",377,"Al'Iinqadh","Liste indépendante",1,"7.69%",365,"Uhibou Alshaba","Liste indépendante",1,"9.76%",265,"Al'Asala","Liste indépendante",1,"2.39%",185,"Machrouu Tounes","Liste partisane",0,"17.85%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","الجم",24,2012,"Nidaa Tounes","Liste partisane",10,"21.27%",1718,"Ennahdha","Liste partisane",9,"36.26%",1008,"Alhura","Liste indépendante",5,"42.47%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","التلالسة",18,574,"Alzzytouna","Liste indépendante",6,"36.28%",510,"Nidaa Tounes","Liste partisane",6,"31.48%",498,"Ennahdha","Liste partisane",6,"32.24%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","السواسي",24,2303,"Ennahdha","Liste partisane",10,"4.42%",1669,"Nidaa Tounes","Liste partisane",8,"16.26%",916,"Alwifaq","Liste indépendante",4,"2.45%",249,"Ahrar Alkusasiba","Liste indépendante",1,"2.89%",197,"L'Initiative","Liste partisane",1,"40.87%",163,"Swasyna","Liste indépendante",0,"3.50%",138,"Qayimat Shabab Almustaqbal","Liste indépendante",0,"29.62%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","سيدي زيد",18,1323,"Nidaa Tounes","Liste partisane",6,"14.08%",1081,"Ennahdha","Liste partisane",5,"13.66%",685,"Shabab Lilaamal","Liste indépendante",3,"16.02%",602,"Alnour","Liste indépendante",2,"25.29%",584,"Shabab Almustaqbal","Liste indépendante",2,"30.95%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","كركر",18,1397,"Ennahdha","Liste partisane",7,"7.41%",714,"Al'Iiqlaa","Liste indépendante",4,"20.91%",560,"Nidaa Tounes","Liste partisane",3,"9.08%",310,"Alwifaq","Liste indépendante",2,"5.27%",253,"Al'Ahrar","Liste indépendante",1,"40.92%",180,"Afek Tounes","Liste partisane",1,"16.40%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","بومرداس",18,622,"Altaaayosh","Liste indépendante",3,"4.66%",616,"Afek Tounes","Liste partisane",3,"9.42%",526,"Nidaa Tounes","Liste partisane",2,"15.83%",495,"Kolna Boumirdas","Liste indépendante",2,"7.33%",486,"Ennahdha","Liste partisane",2,"12.60%",370,"Aljamal","Liste indépendante",2,"8.73%",343,"Ryf Almadyna","Liste indépendante",2,"15.68%",288,"Altaqadum","Liste indépendante",1,"12.37%",183,"Al'Amal","Liste indépendante",1,"13.39%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
